"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Gene"
"2529",3,4,5,3,4,2,1,0,0,2,"Cept1"
"2530",2,0,2,0,1,0,2,0,2,0,"Cercam"
"2531",6,5,18,5,4,4,3,2,4,2,"Cerk"
"2532",0,0,0,0,0,2,0,0,0,0,"Ces2b"
"2533",4,2,1,2,0,1,0,6,3,0,"Cetn2"
"2534",13,13,19,6,4,8,8,5,10,14,"Cetn3"
"2535",4,3,2,4,3,10,13,2,2,8,"Cfdp1"
"2536",2,4,0,1,1,0,1,0,0,2,"Cfh"
"2537",54,77,101,72,37,57,75,68,101,41,"Cfl1"
"2538",6,11,4,10,12,3,7,10,5,8,"Cfl2"
"2539",2,0,1,0,0,1,1,1,0,0,"Cflar"
"2540",0,3,2,0,0,3,1,2,0,0,"Cfp"
"2541",9,0,1,5,2,5,13,4,6,3,"Cggbp1"
"2542",0,0,1,0,0,0,0,0,0,0,"Cgn"
"2543",1,0,2,0,0,1,2,1,0,0,"Cgnl1"
"2544",0,1,2,1,0,0,4,0,0,1,"Cgref1"
"2545",2,2,0,8,4,0,4,2,0,2,"Cgrrf1"
"2546",1,2,0,0,2,0,0,0,3,1,"Ch25h"
"2547",0,0,0,0,1,0,0,0,0,0,"Chac1"
"2548",4,1,1,1,0,1,0,1,3,0,"Chac2"
"2549",7,5,12,7,7,1,12,3,13,12,"Chadl"
"2550",0,1,1,0,2,0,2,0,0,1,"Chaf1a"
"2551",0,0,0,1,0,0,0,0,0,0,"Chaf1b"
"2552",0,0,0,0,0,0,0,0,0,0,"Chat"
"2553",8,3,4,3,6,11,9,7,5,7,"Chchd1"
"2554",2,8,5,2,4,1,4,5,0,0,"Chchd10"
"2555",24,12,15,2,8,6,11,13,2,7,"Chchd2"
"2556",8,7,4,11,9,4,2,3,1,6,"Chchd3"
"2557",0,0,3,0,0,1,2,1,2,11,"Chchd4"
"2558",1,0,0,2,2,1,1,1,3,0,"Chchd5"
"2559",2,0,3,3,8,0,1,1,2,11,"Chchd6"
"2560",2,0,4,1,0,3,3,3,2,4,"Chchd7"
"2561",0,0,1,0,0,0,0,0,0,0,"Chchd8"
"2562",0,0,0,1,2,3,2,4,0,2,"Chd1"
"2563",0,0,0,3,1,0,1,0,0,1,"Chd1l"
"2564",0,1,2,1,1,0,1,2,5,2,"Chd2"
"2565",4,3,3,6,10,2,6,4,7,11,"Chd3"
"2566",4,13,4,4,13,4,7,2,10,5,"Chd4"
"2567",2,3,0,1,1,1,5,4,0,2,"Chd5"
"2568",2,0,2,0,1,0,2,0,1,3,"Chd6"
"2569",2,0,1,0,6,1,1,2,2,0,"Chd7"
"2570",2,5,0,1,8,1,2,2,3,0,"Chd8"
"2571",0,3,0,0,2,1,0,1,1,1,"Chd9"
"2572",0,0,0,0,0,0,0,0,0,0,"Chek1"
"2573",2,0,0,1,0,0,0,1,0,0,"Chek2"
"2574",3,5,1,2,0,1,0,0,3,3,"Cherp"
"2575",2,0,3,0,10,1,4,1,0,2,"Chfr"
"2576",4,5,4,1,4,0,5,1,1,6,"Chga"
"2577",5,4,5,7,3,3,2,3,4,5,"Chgb"
"2578",1,0,1,1,0,0,0,1,1,1,"Chi3l1"
"2579",0,0,0,1,0,0,0,0,0,2,"Chic1"
"2580",5,8,1,7,3,13,5,5,7,4,"Chic2"
"2581",2,0,0,1,5,2,1,0,1,5,"Chid1"
"2582",1,1,7,5,9,3,4,4,10,3,"Chka"
"2583",0,2,4,4,3,5,6,4,2,4,"Chkb"
"2584",6,8,8,7,5,2,4,5,0,2,"Chl1"
"2585",2,1,1,0,0,0,0,0,3,0,"Chm"
"2586",0,1,0,0,0,1,0,0,0,0,"Chml"
"2587",5,7,4,5,7,4,9,7,12,10,"Chmp1a"
"2588",2,1,2,0,4,0,0,3,0,2,"Chmp1b"
"2589",11,20,14,5,5,7,19,17,21,1,"Chmp2a"
"2590",4,2,2,8,5,4,2,3,4,0,"Chmp2b"
"2591",13,13,21,11,8,2,25,3,7,31,"Chmp4b"
"2592",17,6,15,8,5,9,7,5,12,8,"Chmp5"
"2593",9,4,3,3,5,3,3,0,3,6,"Chmp6"
"2594",1,3,3,2,5,0,7,3,4,12,"Chmp7"
"2595",0,4,3,4,3,3,1,4,1,3,"Chn1"
"2596",7,2,4,16,3,2,2,10,5,9,"Chn2"
"2597",0,0,0,0,1,0,0,0,0,3,"Chodl"
"2598",4,1,0,4,0,2,2,6,1,2,"Chordc1"
"2599",2,5,8,4,3,1,7,1,0,4,"Chpf"
"2600",0,0,3,2,2,3,2,1,0,0,"Chpf2"
"2601",8,6,10,4,3,1,5,2,5,7,"Chpt1"
"2602",2,2,0,5,2,5,2,3,1,4,"Chrac1"
"2603",0,2,0,1,0,0,1,1,0,5,"Chrd"
"2604",0,1,1,5,1,0,4,1,1,3,"Chrdl1"
"2605",2,0,0,0,5,1,0,0,0,0,"Chrm1"
"2606",0,0,0,0,0,0,0,0,0,0,"Chrm2"
"2607",1,0,3,0,0,1,1,0,1,0,"Chrm3"
"2608",0,0,0,0,1,0,0,0,0,0,"Chrm4"
"2609",2,0,2,2,4,0,7,1,6,0,"Chrna4"
"2610",1,0,0,0,0,0,1,0,0,0,"Chrna7"
"2611",0,0,0,0,0,0,0,0,0,0,"Chrnb1"
"2612",0,0,0,2,0,0,2,0,0,0,"Chrnb2"
"2613",2,6,4,3,7,3,8,5,9,5,"Chst1"
"2614",1,5,1,1,3,4,0,2,3,4,"Chst10"
"2615",2,0,10,2,7,6,1,4,7,4,"Chst11"
"2616",2,2,2,1,2,1,2,5,1,4,"Chst12"
"2617",0,0,0,1,0,0,0,0,0,0,"Chst14"
"2618",0,1,0,1,0,1,0,1,2,0,"Chst15"
"2619",5,9,15,6,2,3,11,8,5,2,"Chst2"
"2620",3,0,2,1,1,0,1,0,0,0,"Chst3"
"2621",4,0,0,1,0,0,0,3,0,1,"Chst5"
"2622",0,2,2,2,3,5,0,6,1,2,"Chst7"
"2623",0,0,1,0,0,1,0,1,1,0,"Chst8"
"2624",0,1,3,1,2,3,2,1,4,2,"Chsy1"
"2625",0,0,0,0,0,0,0,0,1,0,"Chsy3"
"2626",0,0,0,0,1,0,0,0,0,0,"Chtf18"
"2627",5,5,3,1,1,10,4,1,7,5,"Chtf8"
"2628",1,2,6,2,4,1,2,3,1,3,"Chuk"
"2629",3,2,3,6,3,2,0,2,7,2,"Churc1"
"2630",2,4,1,0,1,0,1,1,0,1,"Ciao1"
"2631",5,1,2,2,4,1,2,3,0,0,"Ciapin1"
"2632",1,11,1,3,12,11,3,4,3,4,"Cib1"
"2633",2,1,1,2,1,4,3,2,0,4,"Cib2"
"2634",2,2,2,14,5,4,3,5,0,10,"Cic"
"2635",0,0,0,0,0,3,0,0,0,0,"Cidea"
"2636",0,0,0,0,0,0,0,0,0,0,"Cideb"
"2637",2,0,10,5,2,3,2,3,0,0,"Cinp"
"2638",1,1,1,5,0,1,0,1,0,0,"Cir1"
"2639",6,10,15,15,16,14,15,9,8,9,"Cirbp"
"2640",2,0,1,1,0,1,2,1,1,0,"Cirh1a"
"2641",6,5,11,4,14,5,6,8,7,11,"Cisd1"
"2642",2,8,1,8,0,2,6,0,1,7,"Cisd2"
"2643",3,0,0,1,0,0,0,0,1,7,"Cisd3"
"2644",0,1,2,0,0,1,1,0,0,0,"Cish"
"2645",0,0,2,0,0,0,0,0,0,1,"Cit"
"2646",0,0,0,0,4,0,0,0,0,0,"Cited1"
"2647",1,6,4,2,3,6,0,4,4,5,"Cited2"
"2648",3,4,2,3,2,1,4,7,1,3,"Ciz1"
"2649",1,2,1,1,2,0,0,3,0,2,"Ckap2"
"2650",0,1,0,1,0,1,1,0,0,0,"Ckap2l"
"2651",1,2,2,4,3,0,3,1,1,1,"Ckap4"
"2652",3,4,7,0,7,2,3,4,6,1,"Ckap5"
"2653",25,42,45,22,61,18,37,45,61,32,"Ckb"
"2654",3,1,5,0,1,1,4,1,3,1,"Cklf"
"2655",2,2,8,2,4,3,2,4,1,5,"Ckmt1"
"2656",0,0,0,1,3,2,0,2,1,1,"Cks1b"
"2657",1,0,0,0,0,0,0,0,2,0,"Cks2"
"2658",2,0,1,3,0,1,1,0,0,6,"Clasp1"
"2659",8,8,6,13,7,6,11,5,3,9,"Clasp2"
"2660",6,8,4,6,1,4,6,4,0,17,"Clasrp"
"2661",0,5,2,1,1,4,3,0,3,2,"Clcc1"
"2662",0,0,0,0,0,0,0,0,0,0,"Clcf1"
"2663",2,1,1,2,0,0,0,0,0,1,"Clcn2"
"2664",5,6,8,4,5,6,2,6,2,9,"Clcn3"
"2665",12,2,12,6,5,4,4,8,6,6,"Clcn4-2"
"2666",0,4,3,2,0,2,0,0,0,1,"Clcn5"
"2667",4,15,1,9,5,6,11,8,11,7,"Clcn6"
"2668",1,1,1,1,2,1,4,4,2,3,"Clcn7"
"2669",5,5,16,7,2,2,8,0,13,3,"Cldn10"
"2670",144,130,148,160,143,66,41,108,139,139,"Cldn11"
"2671",1,0,0,2,1,0,6,4,6,0,"Cldn12"
"2672",0,0,0,1,2,0,0,2,2,1,"Cldn14"
"2673",103,29,87,96,14,226,129,196,56,23,"Cldn5"
"2674",17,9,16,12,16,7,2,4,6,22,"Cldnd1"
"2675",0,0,0,1,1,3,0,3,0,1,"Clec10a"
"2676",1,0,0,0,0,3,0,1,0,1,"Clec14a"
"2677",0,1,2,5,3,0,0,4,2,0,"Clec16a"
"2678",0,1,0,0,0,0,0,0,0,0,"Clec1a"
"2679",0,0,0,1,1,5,2,2,0,0,"Clec2d"
"2680",4,3,4,2,4,0,3,0,1,0,"Clec2l"
"2681",0,0,1,0,0,0,0,0,0,0,"Clec3b"
"2682",0,0,0,0,1,0,0,0,0,0,"Clec4a1"
"2683",0,1,0,0,0,4,0,0,3,0,"Clec4a2"
"2684",0,2,0,3,0,0,0,1,0,0,"Clec4a3"
"2685",0,0,0,2,0,0,0,0,0,1,"Clec4n"
"2686",0,0,0,0,0,0,0,0,0,0,"Clec5a"
"2687",1,0,0,1,1,0,0,0,0,3,"Clgn"
"2688",7,12,17,12,14,15,14,19,11,12,"Clic1"
"2689",14,12,13,7,10,6,21,13,9,16,"Clic4"
"2690",0,0,0,0,0,0,0,0,0,0,"Clic5"
"2691",5,2,5,7,3,8,6,2,5,6,"Clint1"
"2692",3,2,0,1,4,0,0,1,1,1,"Clip1"
"2693",7,3,8,7,4,2,5,2,9,8,"Clip2"
"2694",24,20,30,24,21,8,9,34,4,17,"Clip3"
"2695",0,0,2,2,1,0,0,0,0,2,"Clip4"
"2696",6,22,9,13,7,7,12,11,9,8,"Clk1"
"2697",3,2,1,1,3,2,3,0,3,4,"Clk2"
"2698",2,5,11,2,2,3,10,2,2,0,"Clk3"
"2699",9,8,6,5,5,4,7,7,7,16,"Clk4"
"2700",0,1,1,1,1,1,0,0,0,0,"Clmn"
"2701",0,4,5,1,0,1,2,0,3,0,"Cln3"
"2702",0,2,5,2,3,6,2,2,0,2,"Cln5"
"2703",1,3,1,0,0,0,3,1,0,0,"Cln6"
"2704",5,0,3,3,0,3,2,9,10,1,"Cln8"
"2705",3,3,5,7,5,5,3,3,3,3,"Clns1a"
"2706",0,2,0,2,0,2,2,1,2,3,"Clock"
"2707",0,0,2,1,0,1,0,1,2,1,"Clp1"
"2708",2,2,0,0,1,0,2,2,0,2,"Clpb"
"2709",2,6,3,3,1,0,7,1,1,7,"Clpp"
"2710",11,13,5,5,8,8,8,8,4,4,"Clptm1"
"2711",12,13,8,12,11,3,6,15,13,12,"Clptm1l"
"2712",3,1,2,3,2,2,5,0,1,3,"Clpx"
"2713",13,23,27,10,23,12,18,13,12,21,"Clstn1"
"2714",0,7,2,4,1,1,0,2,1,2,"Clstn2"
"2715",3,3,3,2,9,2,0,9,0,5,"Clstn3"
"2716",24,23,23,25,31,25,16,22,26,29,"Clta"
"2717",4,4,13,8,6,8,5,9,2,11,"Cltb"
"2718",10,9,8,10,15,21,14,10,10,14,"Cltc"
"2719",22,38,33,20,25,22,46,27,62,42,"Clu"
"2720",2,1,0,1,6,0,1,0,1,5,"Cluap1"
"2721",1,3,0,1,0,0,0,0,0,0,"Clvs1"
"2722",0,2,0,0,0,0,1,0,0,1,"Clvs2"
"2723",0,0,1,1,1,1,2,0,1,0,"Clybl"
"2724",0,3,6,3,3,12,7,0,1,3,"Cmas"
"2725",1,0,0,0,1,0,0,1,0,0,"Cmbl"
"2726",4,1,1,1,1,1,1,3,1,1,"Cmc1"
"2727",0,4,1,1,0,6,1,6,2,2,"Cmklr1"
"2728",1,0,2,1,0,0,2,1,0,0,"Cml1"
"2729",0,0,0,0,0,0,0,0,0,0,"Cml3"
"2730",9,11,4,7,10,4,12,6,5,7,"Cmpk1"
"2731",0,0,0,0,0,0,1,0,0,3,"Cmpk2"
"2732",2,3,10,12,11,3,5,5,7,0,"Cmtm3"
"2733",3,5,10,4,5,2,8,2,0,1,"Cmtm4"
"2734",31,24,12,19,17,7,9,20,31,21,"Cmtm5"
"2735",11,10,4,2,6,20,14,21,7,7,"Cmtm6"
"2736",2,3,0,3,3,10,0,1,2,2,"Cmtm7"
"2737",1,1,2,1,0,5,0,0,0,0,"Cmtm8"
"2738",13,10,11,38,14,27,25,19,16,12,"Cnbp"
"2739",8,13,7,7,15,8,3,9,4,10,"Cndp2"
"2740",17,8,6,8,16,13,3,10,6,14,"Cnih"
"2741",9,10,2,6,13,10,7,7,5,11,"Cnih2"
"2742",0,0,1,0,1,5,0,2,0,1,"Cnih3"
"2743",1,2,1,3,0,2,0,1,3,2,"Cnih4"
"2744",0,0,0,0,0,0,0,0,0,1,"Cnksr2"
"2745",3,3,3,2,2,2,0,0,3,1,"Cnksr3"
"2746",3,2,1,3,1,6,4,3,1,2,"Cnn2"
"2747",16,9,6,32,12,8,28,15,7,13,"Cnn3"
"2748",1,0,0,2,1,0,0,1,0,0,"Cnnm1"
"2749",0,3,1,1,1,0,0,0,0,0,"Cnnm2"
"2750",0,2,1,1,0,0,0,1,1,3,"Cnnm3"
"2751",0,0,1,0,3,0,1,0,0,2,"Cnnm4"
"2752",1,1,1,1,3,0,0,2,3,2,"Cno"
"2753",3,2,4,1,2,3,2,0,3,3,"Cnot1"
"2754",0,3,1,2,5,2,8,1,1,3,"Cnot10"
"2755",1,1,9,0,5,3,2,2,0,2,"Cnot2"
"2756",2,1,3,1,0,3,1,1,3,0,"Cnot3"
"2757",0,0,1,4,1,0,1,1,1,4,"Cnot4"
"2758",4,4,4,6,4,9,7,3,4,2,"Cnot6"
"2759",0,0,0,2,1,2,4,0,1,0,"Cnot6l"
"2760",10,6,6,1,5,3,4,6,3,8,"Cnot7"
"2761",6,3,2,2,3,4,6,2,3,1,"Cnot8"
"2762",196,324,458,306,185,73,70,205,269,132,"Cnp"
"2763",6,5,7,0,2,12,4,3,7,3,"Cnpy2"
"2764",7,6,11,3,3,12,6,13,4,8,"Cnpy3"
"2765",0,2,2,1,2,0,4,0,0,2,"Cnpy4"
"2766",3,5,1,4,1,0,2,2,2,6,"Cnr1"
"2767",0,0,0,0,0,0,0,0,1,0,"Cnr2"
"2768",15,3,1,4,0,5,2,7,4,2,"Cnrip1"
"2769",1,1,3,1,0,0,3,1,1,1,"Cnst"
"2770",0,0,0,0,0,0,0,0,0,0,"Cntf"
"2771",2,4,10,2,5,2,3,0,1,5,"Cntfr"
"2772",0,0,0,0,0,0,0,0,1,1,"Cntln"
"2773",14,9,30,11,21,5,11,12,26,5,"Cntn1"
"2774",1,0,0,1,8,3,1,2,0,2,"Cntn2"
"2775",0,0,0,0,0,1,0,0,0,0,"Cntn3"
"2776",0,2,0,0,0,0,2,1,0,0,"Cntn4"
"2777",0,0,0,1,0,0,0,0,2,0,"Cntn5"
"2778",0,1,3,0,1,0,3,2,2,1,"Cntn6"
"2779",0,0,0,0,0,0,2,0,1,0,"Cntnap1"
"2780",2,1,1,0,5,1,0,0,1,0,"Cntnap2"
"2781",0,0,0,0,0,0,0,0,0,0,"Cntnap4"
"2782",0,0,0,0,0,0,0,0,0,0,"Cntnap5a"
"2783",1,0,0,1,1,0,0,1,0,0,"Cntnap5b"
"2784",0,0,0,0,0,0,1,2,0,0,"Cntrob"
"2785",2,6,0,1,6,0,1,1,1,1,"Coasy"
"2786",1,0,2,1,0,0,0,2,1,0,"Cobl"
"2787",2,0,0,3,2,2,0,2,1,0,"Cobll1"
"2788",1,3,2,7,6,0,1,2,3,0,"Cobra1"
"2789",0,0,1,0,0,1,0,0,0,0,"Coch"
"2790",0,1,1,2,1,0,1,2,1,0,"Cog1"
"2791",1,1,1,1,0,1,4,3,3,1,"Cog2"
"2792",1,2,6,4,2,1,4,1,1,2,"Cog3"
"2793",5,6,3,1,0,6,2,0,7,2,"Cog4"
"2794",0,3,2,0,1,0,1,1,0,1,"Cog5"
"2795",2,2,1,2,0,1,2,0,1,1,"Cog6"
"2796",0,1,1,0,4,0,0,5,0,0,"Cog7"
"2797",0,1,0,1,2,3,1,5,1,3,"Cog8"
"2798",0,4,1,1,0,0,1,2,0,0,"Coil"
"2799",0,3,0,0,1,1,0,1,0,1,"Col11a1"
"2800",5,1,4,6,1,4,4,1,2,5,"Col11a2"
"2801",0,0,0,0,0,0,0,0,0,0,"Col13a1"
"2802",2,0,2,1,2,2,3,0,0,0,"Col15a1"
"2803",2,1,2,0,0,0,1,1,2,2,"Col16a1"
"2804",0,1,8,1,0,5,4,5,2,0,"Col18a1"
"2805",0,0,0,0,0,0,0,0,0,1,"Col19a1"
"2806",1,4,2,1,1,0,0,0,1,3,"Col1a1"
"2807",3,0,2,1,0,3,2,2,7,2,"Col1a2"
"2808",0,0,0,5,0,0,0,0,0,0,"Col20a1"
"2809",0,1,0,0,0,0,0,0,1,2,"Col23a1"
"2810",0,0,0,0,0,0,0,0,0,0,"Col24a1"
"2811",0,0,0,0,0,0,0,0,0,0,"Col25a1"
"2812",1,0,0,1,0,0,0,0,0,0,"Col27a1"
"2813",0,0,0,0,0,0,0,0,0,3,"Col2a1"
"2814",2,2,6,2,2,2,0,0,1,0,"Col3a1"
"2815",13,3,17,23,2,18,19,10,11,11,"Col4a1"
"2816",8,9,14,14,0,17,19,9,1,4,"Col4a2"
"2817",1,1,2,1,5,2,2,1,0,1,"Col4a3bp"
"2818",0,0,0,0,0,0,0,1,2,5,"Col4a5"
"2819",0,0,0,0,0,0,0,0,0,0,"Col4a6"
"2820",0,0,0,0,0,0,0,0,1,0,"Col5a1"
"2821",1,1,1,0,0,0,2,0,0,0,"Col5a2"
"2822",0,0,1,0,1,0,1,0,3,2,"Col5a3"
"2823",2,0,0,3,1,0,0,1,1,0,"Col6a1"
"2824",6,1,2,4,4,4,1,1,0,6,"Col6a2"
"2825",0,0,0,0,0,0,0,0,0,1,"Col6a3"
"2826",2,0,0,0,0,0,1,0,0,0,"Col9a1"
"2827",1,0,0,1,0,0,3,0,0,0,"Col9a2"
"2828",3,18,28,3,10,5,6,7,2,6,"Col9a3"
"2829",1,0,2,0,1,1,1,0,2,1,"Colec12"
"2830",3,3,3,3,3,2,15,8,3,13,"Commd1"
"2831",4,0,4,2,3,3,1,0,6,2,"Commd10"
"2832",0,2,3,0,1,0,1,0,3,0,"Commd2"
"2833",7,8,10,3,8,6,12,5,10,12,"Commd3"
"2834",2,4,6,11,2,3,6,9,3,2,"Commd4"
"2835",0,4,3,1,0,0,0,0,0,0,"Commd5"
"2836",3,6,3,2,0,6,8,1,1,2,"Commd6"
"2837",1,1,2,2,3,3,0,0,0,2,"Commd7"
"2838",3,3,3,8,0,2,3,5,5,2,"Commd8"
"2839",1,5,4,5,2,4,3,5,4,2,"Commd9"
"2840",2,6,4,3,3,5,5,5,10,4,"Comt"
"2841",0,0,0,0,3,1,2,1,0,0,"Comtd1"
"2842",4,5,2,3,6,6,15,10,4,9,"Copa"
"2843",4,11,0,3,6,8,13,7,7,2,"Copb1"
"2844",2,2,2,6,2,18,2,12,3,11,"Copb2"
"2845",17,1,19,6,14,13,7,13,14,4,"Cope"
"2846",11,9,4,4,3,3,5,6,4,10,"Copg"
"2847",0,3,4,6,8,3,1,1,0,5,"Copg2"
"2848",4,6,3,3,0,1,9,4,5,3,"Cops2"
"2849",9,5,7,3,5,4,11,6,8,11,"Cops3"
"2850",12,10,3,8,1,5,6,10,5,1,"Cops4"
"2851",6,10,17,4,12,7,7,6,6,10,"Cops5"
"2852",7,12,10,7,10,3,18,12,9,17,"Cops6"
"2853",3,5,6,6,4,5,9,9,9,6,"Cops7a"
"2854",3,2,0,2,1,0,2,0,2,0,"Cops7b"
"2855",8,4,2,5,9,3,5,7,6,8,"Cops8"
"2856",4,12,18,9,13,2,6,7,12,5,"Copz1"
"2857",0,0,0,0,0,1,6,0,0,0,"Copz2"
"2858",2,1,2,4,6,1,1,2,0,1,"Coq10a"
"2859",1,3,6,1,2,2,6,5,10,7,"Coq10b"
"2860",5,2,1,1,4,1,1,2,6,1,"Coq2"
"2861",0,0,0,0,0,0,0,1,0,0,"Coq3"
"2862",1,0,0,5,0,1,0,0,2,1,"Coq4"
"2863",0,0,2,4,1,0,0,3,2,1,"Coq5"
"2864",4,5,3,1,6,2,0,3,1,0,"Coq6"
"2865",4,5,2,5,1,4,2,6,4,3,"Coq7"
"2866",7,5,10,5,1,2,8,5,1,3,"Coq9"
"2867",14,13,4,5,6,16,2,5,3,9,"Coro1a"
"2868",11,5,7,6,5,5,10,9,18,4,"Coro1b"
"2869",5,5,3,16,7,3,4,7,4,4,"Coro1c"
"2870",0,0,0,1,1,0,0,0,0,0,"Coro2a"
"2871",1,8,3,3,7,4,3,3,3,4,"Coro2b"
"2872",5,3,0,1,4,0,2,3,3,3,"Coro7"
"2873",0,0,0,1,0,0,0,0,0,0,"Cort"
"2874",16,18,7,34,9,35,16,21,24,12,"Cotl1"
"2875",2,0,3,2,0,1,2,2,0,2,"Cox10"
"2876",0,2,1,0,0,0,0,0,0,1,"Cox11"
"2877",0,0,1,0,2,1,0,0,0,0,"Cox15"
"2878",1,1,0,2,0,2,2,1,4,0,"Cox16"
"2879",13,2,7,7,8,6,13,6,5,3,"Cox17"
"2880",4,2,4,5,2,0,0,1,2,1,"Cox18"
"2881",0,1,6,3,3,5,5,4,2,2,"Cox19"
"2882",64,53,54,50,88,106,126,89,56,90,"Cox4i1"
"2883",0,0,4,0,0,1,0,1,0,1,"Cox4i2"
"2884",1,4,0,1,3,2,1,3,0,4,"Cox4nb"
"2885",18,20,7,14,4,5,26,11,9,18,"Cox5a"
"2886",0,0,4,0,3,3,5,0,0,1,"Cox5b"
"2887",41,53,76,71,55,60,61,61,54,54,"Cox6a1"
"2888",0,1,0,0,0,2,0,0,1,0,"Cox6a2"
"2889",72,59,69,51,39,62,58,91,17,42,"Cox6b1"
"2890",0,4,1,0,0,0,0,1,2,0,"Cox6b2"
"2891",34,25,7,30,7,24,14,16,6,20,"Cox6c"
"2892",1,0,0,0,0,0,0,0,0,2,"Cox7a1"
"2893",20,15,14,31,18,25,24,15,16,5,"Cox7a2"
"2894",24,6,1,9,13,8,17,13,3,14,"Cox7a2l"
"2895",3,6,8,5,1,8,12,12,9,5,"Cox7b"
"2896",7,3,4,7,5,8,4,8,5,5,"Cox7c"
"2897",64,44,80,48,33,84,54,42,65,34,"Cox8a"
"2898",1,0,1,0,0,1,1,0,1,1,"Cp"
"2899",1,7,2,7,3,3,4,3,1,5,"Cpd"
"2900",80,218,94,190,67,118,104,71,182,124,"Cpe"
"2901",0,3,4,2,1,0,2,1,0,3,"Cpeb1"
"2902",5,3,0,0,1,1,6,0,0,2,"Cpeb2"
"2903",0,1,0,0,1,1,0,0,0,1,"Cpeb3"
"2904",4,9,3,2,3,2,0,1,1,5,"Cpeb4"
"2905",2,7,3,5,9,7,3,7,2,5,"Cplx1"
"2906",7,5,2,1,2,18,11,6,3,5,"Cplx2"
"2907",0,0,1,1,0,0,0,0,0,0,"Cplx3"
"2908",1,0,1,3,0,0,0,1,0,1,"Cpm"
"2909",3,3,1,3,0,1,4,3,5,3,"Cpne1"
"2910",6,2,5,3,3,1,1,2,3,4,"Cpne2"
"2911",1,1,0,5,1,1,3,2,1,1,"Cpne3"
"2912",1,0,1,1,0,0,1,1,0,1,"Cpne4"
"2913",0,2,0,0,0,1,0,2,1,1,"Cpne5"
"2914",1,0,2,1,2,1,1,1,0,1,"Cpne6"
"2915",0,1,0,0,0,0,0,0,0,1,"Cpne7"
"2916",1,0,1,0,1,2,1,0,0,0,"Cpne8"
"2917",0,0,0,0,0,0,0,0,0,0,"Cpne9"
"2918",4,3,4,3,5,3,2,5,3,4,"Cpox"
"2919",0,0,3,1,1,0,2,0,2,4,"Cpped1"
"2920",2,1,2,4,1,4,3,5,2,3,"Cpsf1"
"2921",1,0,1,1,1,0,3,2,1,0,"Cpsf2"
"2922",4,0,3,0,3,3,3,4,4,4,"Cpsf3"
"2923",3,3,3,2,1,3,1,2,5,3,"Cpsf3l"
"2924",2,2,1,2,6,0,0,4,3,0,"Cpsf4"
"2925",1,6,3,4,5,0,6,2,7,10,"Cpsf6"
"2926",2,3,7,5,5,4,5,4,4,9,"Cpsf7"
"2927",12,3,6,4,1,1,11,8,7,8,"Cpt1a"
"2928",0,0,0,0,0,0,0,0,0,0,"Cpt1b"
"2929",1,3,1,1,3,3,3,3,7,4,"Cpt1c"
"2930",0,0,1,1,0,2,0,0,0,0,"Cpt2"
"2931",1,0,1,0,0,1,2,2,2,0,"Cpxm1"
"2932",0,1,2,3,6,2,8,8,2,0,"Cr1l"
"2933",0,1,0,0,1,0,0,1,0,2,"Crabp1"
"2934",0,0,0,2,0,0,0,0,0,0,"Crabp2"
"2935",1,0,0,0,0,0,1,0,1,0,"Cradd"
"2936",2,0,2,0,0,0,0,4,0,2,"Cramp1l"
"2937",2,0,2,3,1,4,2,3,3,1,"Crat"
"2938",0,0,0,0,1,0,0,0,0,0,"Crb2"
"2939",6,0,1,2,1,2,1,0,0,0,"Crbn"
"2940",1,4,0,1,4,6,1,2,5,2,"Crcp"
"2941",3,2,0,0,1,0,1,0,0,1,"Creb1"
"2942",4,13,3,7,9,4,4,4,9,9,"Creb3"
"2943",0,0,3,0,0,0,0,4,1,0,"Creb3l1"
"2944",3,1,1,0,0,1,3,0,5,1,"Creb3l2"
"2945",0,0,0,0,1,0,0,0,0,0,"Creb5"
"2946",0,0,1,0,0,4,1,1,5,0,"Crebbp"
"2947",3,1,2,0,0,0,0,1,0,1,"Crebl2"
"2948",2,0,0,2,5,2,0,2,1,0,"Crebzf"
"2949",6,7,3,5,4,10,0,2,0,4,"Creg1"
"2950",0,0,0,2,5,1,0,0,1,0,"Creg2"
"2951",8,1,4,2,5,3,5,5,2,4,"Creld1"
"2952",2,3,0,1,0,3,2,1,6,3,"Creld2"
"2953",3,1,1,7,0,5,3,1,2,2,"Crem"
"2954",1,0,0,0,1,0,0,0,0,0,"Crh"
"2955",0,1,0,1,0,2,0,0,0,0,"Crhbp"
"2956",0,0,0,0,0,1,2,0,0,0,"Crhr1"
"2957",0,0,0,3,0,1,0,0,0,0,"Crim1"
"2958",9,0,1,6,2,4,0,0,3,2,"Crip1"
"2959",17,5,6,12,14,17,21,4,7,8,"Crip2"
"2960",4,13,6,10,7,5,4,6,3,3,"Cript"
"2961",6,10,7,4,4,21,4,5,3,9,"Crk"
"2962",2,3,11,4,5,4,3,2,2,2,"Crkl"
"2963",1,1,0,0,2,0,0,0,0,0,"Crlf1"
"2964",1,1,2,1,0,1,2,0,1,1,"Crlf2"
"2965",0,1,0,3,1,1,2,1,1,0,"Crlf3"
"2966",3,8,4,1,4,2,1,0,1,1,"Crls1"
"2967",9,13,7,24,37,12,27,17,3,31,"Crmp1"
"2968",1,0,1,0,1,2,3,0,0,5,"Crnkl1"
